BASE_YM,CTPRVN_CD,CTPRVN_NM,SIGNGU_CD,SIGNGU_NM,SIGNGU_ACCTO_FCLTY_CO,SIGNGU_ACCTO_POPLTN_CO,PSNBY_FCLTY_CO,PSNBY_FCL_CO_RANK_CO
"202105","4500000000","전라북도","4511000000","전주시","42","656934","0.00006","223"
"202105","4500000000","전라북도","4513000000","군산시","33","266345","0.00012","206"
"202105","4500000000","전라북도","4514000000","익산시","146","280152","0.00052","129"
"202105","4500000000","전라북도","4518000000","정읍시","168","107489","0.00156","60"
"202105","4500000000","전라북도","4519000000","남원시","48","80086","0.00060","121"
"202105","4500000000","전라북도","4521000000","김제시","48","81593","0.00059","122"
"202105","4500000000","전라북도","4571000000","완주군","100","91126","0.00110","80"
"202105","4500000000","전라북도","4572000000","진안군","158","25233","0.00626","5"
"202105","4500000000","전라북도","4573000000","무주군","38","23917","0.00159","57"
"202105","4500000000","전라북도","4574000000","장수군","43","21902","0.00196","47"
"202105","4500000000","전라북도","4575000000","임실군","49","27019","0.00181","50"
"202105","4500000000","전라북도","4577000000","순창군","24","27321","0.00088","90"
"202105","4500000000","전라북도","4579000000","고창군","43","54018","0.00080","95"
"202105","4500000000","전라북도","4580000000","부안군","83","51547","0.00161","55"
"202105","4600000000","전라남도","4611000000","목포시","183","221020","0.00083","92"
"202105","4600000000","전라남도","4613000000","여수시","322","278999","0.00115","78"
"202105","4600000000","전라남도","4615000000","순천시","424","281745","0.00150","63"
"202105","4600000000","전라남도","4617000000","나주시","48","116486","0.00041","143"
"202105","4600000000","전라남도","4623000000","광양시","120","150660","0.00080","94"
"202105","4600000000","전라남도","4671000000","담양군","42","46650","0.00090","88"
"202105","4600000000","전라남도","4672000000","곡성군","19","27962","0.00068","109"
"202105","4600000000","전라남도","4673000000","구례군","38","25287","0.00150","64"
"202105","4600000000","전라남도","4677000000","고흥군","267","63434","0.00421","16"
"202105","4600000000","전라남도","4678000000","보성군","65","39891","0.00163","54"
"202105","4600000000","전라남도","4679000000","화순군","319","62225","0.00513","9"
"202105","4600000000","전라남도","4680000000","장흥군","46","37095","0.00124","77"
"202105","4600000000","전라남도","4681000000","강진군","91","34275","0.00265","31"
"202105","4600000000","전라남도","4682000000","해남군","76","68153","0.00112","79"
"202105","4600000000","전라남도","4683000000","영암군","34","53370","0.00064","113"
"202105","4600000000","전라남도","4684000000","무안군","53","88339","0.00060","120"
"202105","4600000000","전라남도","4686000000","함평군","117","31629","0.00370","21"
"202105","4600000000","전라남도","4687000000","영광군","235","52571","0.00447","15"
"202105","4600000000","전라남도","4688000000","장성군","159","44029","0.00361","25"
"202105","4600000000","전라남도","4689000000","완도군","62","49458","0.00125","75"
"202105","4600000000","전라남도","4690000000","진도군","151","30421","0.00496","12"
"202105","4600000000","전라남도","4691000000","신안군","105","38724","0.00271","29"
"202105","4700000000","경상북도","4711000000","포항시","394","503580","0.00078","96"
"202105","4700000000","경상북도","4713000000","경주시","517","252830","0.00204","45"
"202105","4700000000","경상북도","4715000000","김천시","543","140629","0.00386","20"
"202105","4700000000","경상북도","4717000000","안동시","501","157882","0.00317","26"
"202105","4700000000","경상북도","4719000000","구미시","140","414525","0.00034","156"
"202105","4700000000","경상북도","4721000000","영주시","509","102506","0.00497","11"
"202105","4700000000","경상북도","4723000000","영천시","226","102194","0.00221","40"
"202105","4700000000","경상북도","4725000000","상주시","697","96337","0.00724","3"
"202105","4700000000","경상북도","4728000000","문경시","345","71591","0.00482","13"
"202105","4700000000","경상북도","4729000000","경산시","579","265888","0.00218","41"
"202105","4700000000","경상북도","4772000000","군위군","160","22942","0.00697","4"
"202105","4700000000","경상북도","4773000000","의성군","293","51161","0.00573","8"
"202105","4700000000","경상북도","4775000000","청송군","16","24825","0.00064","112"
"202105","4700000000","경상북도","4776000000","영양군","98","16494","0.00594","7"
"202105","4700000000","경상북도","4777000000","영덕군","64","35912","0.00178","52"
"202105","4700000000","경상북도","4782000000","청도군","214","41952","0.00510","10"
"202105","4700000000","경상북도","4783000000","고령군","40","31024","0.00129","74"
"202105","4700000000","경상북도","4784000000","성주군","63","43004","0.00146","65"
"202105","4700000000","경상북도","4785000000","칠곡군","277","114029","0.00243","36"
"202105","4700000000","경상북도","4790000000","예천군","263","55800","0.00471","14"
"202105","4700000000","경상북도","4792000000","봉화군","293","31142","0.00941","1"
"202105","4700000000","경상북도","4793000000","울진군","28","48313","0.00058","124"
"202105","4700000000","경상북도","4794000000","울릉군","37","9032","0.00410","18"
"202105","4800000000","경상남도","4812000000","창원시","111","1034130","0.00011","210"
"202105","4800000000","경상남도","4817000000","진주시","26","347274","0.00007","219"
"202105","4800000000","경상남도","4822000000","통영시","291","126587","0.00230","39"
"202105","4800000000","경상남도","4824000000","사천시","76","110371","0.00069","108"
"202105","4800000000","경상남도","4825000000","김해시","53","540423","0.00010","213"
"202105","4800000000","경상남도","4827000000","밀양시","219","104133","0.00210","43"
"202105","4800000000","경상남도","4831000000","거제시","43","243484","0.00018","189"
"202105","4800000000","경상남도","4833000000","양산시","146","353415","0.00041","141"
"202105","4800000000","경상남도","4872000000","의령군","232","26627","0.00871","2"
"202105","4800000000","경상남도","4873000000","함안군","97","63267","0.00153","61"
"202105","4800000000","경상남도","4874000000","창녕군","37","60972","0.00061","118"
"202105","4800000000","경상남도","4882000000","고성군","108","50987","0.00212","42"
"202105","4800000000","경상남도","4884000000","남해군","179","42690","0.00419","17"
"202105","4800000000","경상남도","4885000000","하동군","34","44223","0.00077","98"
"202105","4800000000","경상남도","4886000000","산청군","64","34641","0.00185","49"
"202105","4800000000","경상남도","4887000000","함양군","93","38860","0.00239","37"
"202105","4800000000","경상남도","4888000000","거창군","118","61646","0.00191","48"
"202105","4800000000","경상남도","4889000000","합천군","159","43568","0.00365","23"
"202105","5000000000","제주특별자치도","5011000000","제주시","198","492383","0.00040","146"
"202105","5000000000","제주특별자치도","5013000000","서귀포시","264","182494","0.00145","66"
"202106","1100000000","서울특별시","1111000000","종로구","81","146029","0.00055","129"
"202106","1100000000","서울특별시","1114000000","중구","26","123016","0.00021","180"
"202106","1100000000","서울특별시","1117000000","용산구","28","226378","0.00012","207"
"202106","1100000000","서울특별시","1120000000","성동구","28","289162","0.00010","215"
"202106","1100000000","서울특별시","1121500000","광진구","25","342481","0.00007","221"
"202106","1100000000","서울특별시","1123000000","동대문구","17","338040","0.00005","227"
"202106","1100000000","서울특별시","1126000000","중랑구","18","389972","0.00005","228"
"202106","1100000000","서울특별시","1129000000","성북구","55","433658","0.00013","205"
"202106","1100000000","서울특별시","1130500000","강북구","53","302645","0.00018","190"
"202106","1100000000","서울특별시","1132000000","도봉구","98","320365","0.00031","163"
"202106","1100000000","서울특별시","1135000000","노원구","88","515997","0.00017","192"
"202106","1100000000","서울특별시","1138000000","은평구","39","475371","0.00008","217"
"202106","1100000000","서울특별시","1141000000","서대문구","47","307070","0.00015","202"
"202106","1100000000","서울특별시","1144000000","마포구","120","370132","0.00032","157"
"202106","1100000000","서울특별시","1147000000","양천구","27","450992","0.00006","226"
"202106","1100000000","서울특별시","1150000000","강서구","89","577519","0.00015","200"
"202106","1100000000","서울특별시","1153000000","구로구","68","399266","0.00017","193"
"202106","1100000000","서울특별시","1154500000","금천구","43","230168","0.00019","186"
"202106","1100000000","서울특별시","1156000000","영등포구","79","377421","0.00021","182"
"202106","1100000000","서울특별시","1159000000","동작구","67","387847","0.00017","191"
"202106","1100000000","서울특별시","1162000000","관악구","21","488800","0.00004","229"
"202106","1100000000","서울특별시","1165000000","서초구","204","418407","0.00049","133"
"202106","1100000000","서울특별시","1168000000","강남구","165","531375","0.00031","162"
"202106","1100000000","서울특별시","1171000000","송파구","47","658670","0.00007","222"
"202106","1100000000","서울특별시","1174000000","강동구","28","465209","0.00006","225"
"202106","2600000000","부산광역시","2611000000","중구","13","40561","0.00032","159"
"202106","2600000000","부산광역시","2614000000","서구","47","106422","0.00044","139"
"202106","2600000000","부산광역시","2617000000","동구","68","87916","0.00077","99"
"202106","2600000000","부산광역시","2620000000","영도구","44","111685","0.00039","149"
"202106","2600000000","부산광역시","2623000000","부산진구","31","356091","0.00009","216"
"202106","2600000000","부산광역시","2626000000","동래구","39","268391","0.00015","203"
"202106","2600000000","부산광역시","2629000000","남구","85","264098","0.00032","158"
"202106","2600000000","부산광역시","2632000000","북구","71","283612","0.00025","175"
"202106","2600000000","부산광역시","2635000000","해운대구","81","399015","0.00020","184"
"202106","2600000000","부산광역시","2638000000","사하구","52","307559","0.00017","195"
"202106","2600000000","부산광역시","2641000000","금정구","69","229222","0.00030","165"
"202106","2600000000","부산광역시","2644000000","강서구","190","140720","0.00135","72"
"202106","2600000000","부산광역시","2647000000","연제구","35","206239","0.00017","194"
"202106","2600000000","부산광역시","2650000000","수영구","76","175877","0.00043","141"
"202106","2600000000","부산광역시","2653000000","사상구","102","210333","0.00048","134"
"202106","2600000000","부산광역시","2671000000","기장군","141","176617","0.00080","94"
"202106","2700000000","대구광역시","2711000000","중구","34","74727","0.00045","137"
"202106","2700000000","대구광역시","2714000000","동구","87","340693","0.00026","173"
"202106","2700000000","대구광역시","2717000000","서구","117","167773","0.00070","107"
"202106","2700000000","대구광역시","2720000000","남구","57","145105","0.00039","150"
"202106","2700000000","대구광역시","2723000000","북구","138","437333","0.00032","160"
"202106","2700000000","대구광역시","2726000000","수성구","67","419979","0.00016","198"
"202106","2700000000","대구광역시","2729000000","달서구","202","551490","0.00037","154"
"202106","2700000000","대구광역시","2771000000","달성군","157","260546","0.00060","121"
"202106","2800000000","인천광역시","2811000000","중구","22","140175","0.00016","199"
"202106","2800000000","인천광역시","2814000000","동구","53","61436","0.00086","92"
"202106","2800000000","인천광역시","2817700000","미추홀구","122","404618","0.00030","164"
"202106","2800000000","인천광역시","2818500000","연수구","48","390827","0.00012","208"
"202106","2800000000","인천광역시","2820000000","남동구","54","521340","0.00010","212"
"202106","2800000000","인천광역시","2823700000","부평구","134","490609","0.00027","171"
"202106","2800000000","인천광역시","2824500000","계양구","24","296442","0.00008","218"
"202106","2800000000","인천광역시","2826000000","서구","220","541304","0.00041","146"
"202106","2800000000","인천광역시","2871000000","강화군","172","69285","0.00248","34"
"202106","2800000000","인천광역시","2872000000","옹진군","75","20331","0.00369","22"
"202106","2900000000","광주광역시","2911000000","동구","71","103146","0.00069","108"
"202106","2900000000","광주광역시","2914000000","서구","179","293088","0.00061","118"
"202106","2900000000","광주광역시","2915500000","남구","152","213910","0.00071","105"
"202106","2900000000","광주광역시","2917000000","북구","188","427858","0.00044","140"
"202106","2900000000","광주광역시","2920000000","광산구","173","404645","0.00043","142"
"202106","3000000000","대전광역시","3011000000","동구","99","223245","0.00044","138"
"202106","3000000000","대전광역시","3014000000","중구","110","232841","0.00047","136"
"202106","3000000000","대전광역시","3017000000","서구","76","474934","0.00016","197"
"202106","3000000000","대전광역시","3020000000","유성구","231","349927","0.00066","112"
"202106","3000000000","대전광역시","3023000000","대덕구","31","175160","0.00018","188"
"202106","3100000000","울산광역시","3111000000","중구","85","214779","0.00040","148"
"202106","3100000000","울산광역시","3114000000","남구","34","316716","0.00011","210"
"202106","3100000000","울산광역시","3117000000","동구","46","155129","0.00030","166"
"202106","3100000000","울산광역시","3120000000","북구","47","218131","0.00022","178"
"202106","3100000000","울산광역시","3171000000","울주군","84","221614","0.00038","152"
"202106","3600000000","세종특별자치시","3611000000","세종시","73","362995","0.00020","185"
"202106","4100000000","경기도","4111000000","수원시","251","1184210","0.00021","179"
"202106","4100000000","경기도","4113000000","성남시","235","931654","0.00025","174"
"202106","4100000000","경기도","4115000000","의정부시","135","461523","0.00029","168"
"202106","4100000000","경기도","4117000000","안양시","34","549903","0.00006","224"
"202106","4100000000","경기도","4119000000","부천시","417","810742","0.00051","132"
"202106","4100000000","경기도","4121000000","광명시","29","295852","0.00010","214"
"202106","4100000000","경기도","4122000000","평택시","226","549901","0.00041","144"
"202106","4100000000","경기도","4125000000","동두천시","133","93354","0.00142","68"
"202106","4100000000","경기도","4127000000","안산시","116","655115","0.00018","187"
"202106","4100000000","경기도","4128000000","고양시","312","1080507","0.00029","169"
"202106","4100000000","경기도","4129000000","과천시","49","69276","0.00071","106"
"202106","4100000000","경기도","4131000000","구리시","53","194389","0.00027","172"
"202106","4100000000","경기도","4136000000","남양주시","152","724183","0.00021","181"
"202106","4100000000","경기도","4137000000","오산시","82","230705","0.00036","155"
"202106","4100000000","경기도","4139000000","시흥시","159","511314","0.00031","161"
"202106","4100000000","경기도","4141000000","군포시","30","270584","0.00011","209"
"202106","4100000000","경기도","4143000000","의왕시","21","162215","0.00013","204"
"202106","4100000000","경기도","4145000000","하남시","51","305908","0.00017","196"
"202106","4100000000","경기도","4146000000","용인시","267","1077826","0.00025","176"
"202106","4100000000","경기도","4148000000","파주시","110","472260","0.00023","177"
"202106","4100000000","경기도","4150000000","이천시","215","220904","0.00097","85"
"202106","4100000000","경기도","4155000000","안성시","77","189060","0.00041","145"
"202106","4100000000","경기도","4157000000","김포시","36","483642","0.00007","220"
"202106","4100000000","경기도","4159000000","화성시","496","870361","0.00057","128"
"202106","4100000000","경기도","4161000000","광주시","59","384714","0.00015","201"
"202106","4100000000","경기도","4163000000","양주시","230","235394","0.00098","84"
"202106","4100000000","경기도","4165000000","포천시","110","147597","0.00075","102"
"202106","4100000000","경기도","4167000000","여주시","69","112177","0.00062","117"
"202106","4100000000","경기도","4180000000","연천군","78","43042","0.00181","51"
"202106","4100000000","경기도","4182000000","가평군","78","62364","0.00125","76"
"202106","4100000000","경기도","4183000000","양평군","93","120012","0.00077","98"
"202106","4200000000","강원도","4211000000","춘천시","205","282511","0.00073","103"
"202106","4200000000","강원도","4213000000","원주시","350","354978","0.00099","83"
"202106","4200000000","강원도","4215000000","강릉시","354","212784","0.00166","53"
"202106","4200000000","강원도","4217000000","동해시","80","89999","0.00089","90"
"202106","4200000000","강원도","4219000000","태백시","151","41419","0.00365","24"
"202106","4200000000","강원도","4221000000","속초시","75","82254","0.00091","88"
"202106","4200000000","강원도","4223000000","삼척시","89","64073","0.00139","71"
"202106","4200000000","강원도","4272000000","홍천군","169","68619","0.00246","35"
"202106","4200000000","강원도","4273000000","횡성군","144","46614","0.00309","27"
"202106","4200000000","강원도","4275000000","영월군","153","38057","0.00402","19"
"202106","4200000000","강원도","4276000000","평창군","96","41109","0.00234","39"
"202106","4200000000","강원도","4277000000","정선군","72","35952","0.00200","46"
"202106","4200000000","강원도","4278000000","철원군","33","43932","0.00075","101"
"202106","4200000000","강원도","4279000000","화천군","39","24408","0.00160","56"
"202106","4200000000","강원도","4280000000","양구군","57","22027","0.00259","32"
"202106","4200000000","강원도","4281000000","인제군","42","31835","0.00132","73"
"202106","4200000000","강원도","4282000000","고성군","56","26924","0.00208","45"
"202106","4200000000","강원도","4283000000","양양군","80","28035","0.00285","28"
"202106","4300000000","충청북도","4311000000","청주시","913","847392","0.00108","82"
"202106","4300000000","충청북도","4313000000","충주시","321","209638","0.00153","62"
"202106","4300000000","충청북도","4315000000","제천시","39","132313","0.00029","167"
"202106","4300000000","충청북도","4372000000","보은군","51","32096","0.00159","58"
"202106","4300000000","충청북도","4373000000","옥천군","299","50282","0.00595","7"
"202106","4300000000","충청북도","4374000000","영동군","73","46316","0.00158","60"
"202106","4300000000","충청북도","4374500000","증평군","10","36499","0.00027","170"
"202106","4300000000","충청북도","4375000000","진천군","215","84746","0.00254","33"
"202106","4300000000","충청북도","4376000000","괴산군","23","37337","0.00062","116"
"202106","4300000000","충청북도","4377000000","음성군","129","92232","0.00140","70"
"202106","4300000000","충청북도","4380000000","단양군","31","28652","0.00108","81"
"202106","4400000000","충청남도","4413000000","천안시","135","657503","0.00021","183"
"202106","4400000000","충청남도","4415000000","공주시","75","103640","0.00072","104"
"202106","4400000000","충청남도","4418000000","보령시","61","98993","0.00062","115"
"202106","4400000000","충청남도","4420000000","아산시","213","320340","0.00066","111"
"202106","4400000000","충청남도","4421000000","서산시","103","176090","0.00058","125"
"202106","4400000000","충청남도","4423000000","논산시","66","115305","0.00057","127"
"202106","4400000000","충청남도","4425000000","계룡시","42","43168","0.00097","86"
"202106","4400000000","충청남도","4427000000","당진시","79","166754","0.00047","135"
"202106","4400000000","충청남도","4471000000","금산군","72","50890","0.00141","69"
"202106","4400000000","충청남도","4476000000","부여군","59","64361","0.00092","87"
"202106","4400000000","충청남도","4477000000","서천군","31","51153","0.00061","120"
"202106","4400000000","충청남도","4479000000","청양군","44","30548","0.00144","67"
"202106","4400000000","충청남도","4480000000","홍성군","39","99440","0.00039","151"
"202106","4400000000","충청남도","4481000000","예산군","208","77348","0.00269","30"
"202106","4400000000","충청남도","4482500000","태안군","23","61867","0.00037","153"
"202106","4500000000","전라북도","4511000000","전주시","42","657428","0.00006","223"
"202106","4500000000","전라북도","4513000000","군산시","33","266389","0.00012","206"
"202106","4500000000","전라북도","4514000000","익산시","146","280072","0.00052","131"
"202106","4500000000","전라북도","4518000000","정읍시","168","107422","0.00156","61"
"202106","4500000000","전라북도","4519000000","남원시","48","80032","0.00060","122"
"202106","4500000000","전라북도","4521000000","김제시","48","81462","0.00059","124"
"202106","4500000000","전라북도","4571000000","완주군","101","91024","0.00111","80"
"202106","4500000000","전라북도","4572000000","진안군","158","25181","0.00627","5"
"202106","4500000000","전라북도","4573000000","무주군","38","23875","0.00159","57"
"202106","4500000000","전라북도","4574000000","장수군","43","21880","0.00197","47"
"202106","4500000000","전라북도","4575000000","임실군","49","27009","0.00181","50"
"202106","4500000000","전라북도","4577000000","순창군","24","27283","0.00088","91"
"202106","4500000000","전라북도","4579000000","고창군","43","53869","0.00080","95"
"202106","4500000000","전라북도","4580000000","부안군","83","51419","0.00161","55"
"202106","4600000000","전라남도","4611000000","목포시","183","220794","0.00083","93"
"202106","4600000000","전라남도","4613000000","여수시","322","278481","0.00116","78"
"202106","4600000000","전라남도","4615000000","순천시","424","281816","0.00150","64"
"202106","4600000000","전라남도","4617000000","나주시","48","116513","0.00041","143"
"202106","4600000000","전라남도","4623000000","광양시","120","150591","0.00080","96"
"202106","4600000000","전라남도","4671000000","담양군","42","46522","0.00090","89"
"202106","4600000000","전라남도","4672000000","곡성군","19","27916","0.00068","110"
"202106","4600000000","전라남도","4673000000","구례군","38","25255","0.00150","63"
"202106","4600000000","전라남도","4677000000","고흥군","267","63374","0.00421","16"
"202106","4600000000","전라남도","4678000000","보성군","65","39838","0.00163","54"
"202106","4600000000","전라남도","4679000000","화순군","319","62153","0.00513","9"
"202106","4600000000","전라남도","4680000000","장흥군","46","37028","0.00124","77"
"202106","4600000000","전라남도","4681000000","강진군","91","34248","0.00266","31"
"202106","4600000000","전라남도","4682000000","해남군","76","68055","0.00112","79"
"202106","4600000000","전라남도","4683000000","영암군","34","53290","0.00064","114"
"202106","4600000000","전라남도","4684000000","무안군","53","88660","0.00060","123"
"202106","4600000000","전라남도","4686000000","함평군","117","31526","0.00371","21"
"202106","4600000000","전라남도","4687000000","영광군","235","52487","0.00448","15"
"202106","4600000000","전라남도","4688000000","장성군","159","43915","0.00362","25"
"202106","4600000000","전라남도","4689000000","완도군","62","49404","0.00125","75"
"202106","4600000000","전라남도","4690000000","진도군","151","30368","0.00497","11"
"202106","4600000000","전라남도","4691000000","신안군","105","38687","0.00271","29"
"202106","4700000000","경상북도","4711000000","포항시","394","503634","0.00078","97"
"202106","4700000000","경상북도","4713000000","경주시","529","252602","0.00209","44"
"202106","4700000000","경상북도","4715000000","김천시","547","140293","0.00390","20"
"202106","4700000000","경상북도","4717000000","안동시","516","157805","0.00327","26"
"202106","4700000000","경상북도","4719000000","구미시","140","414284","0.00034","156"
"202106","4700000000","경상북도","4721000000","영주시","509","102440","0.00497","13"
"202106","4700000000","경상북도","4723000000","영천시","241","102099","0.00236","38"
"202106","4700000000","경상북도","4725000000","상주시","734","96273","0.00762","3"
"202106","4700000000","경상북도","4728000000","문경시","355","71409","0.00497","12"
"202106","4700000000","경상북도","4729000000","경산시","579","266747","0.00217","41"
"202106","4700000000","경상북도","4772000000","군위군","160","22924","0.00698","4"
"202106","4700000000","경상북도","4773000000","의성군","293","51099","0.00573","8"
"202106","4700000000","경상북도","4775000000","청송군","16","24784","0.00065","113"
"202106","4700000000","경상북도","4776000000","영양군","98","16411","0.00597","6"
"202106","4700000000","경상북도","4777000000","영덕군","64","35779","0.00179","52"
"202106","4700000000","경상북도","4782000000","청도군","214","41847","0.00511","10"
"202106","4700000000","경상북도","4783000000","고령군","40","30927","0.00129","74"
"202106","4700000000","경상북도","4784000000","성주군","63","42964","0.00147","65"
"202106","4700000000","경상북도","4785000000","칠곡군","277","114016","0.00243","36"
"202106","4700000000","경상북도","4790000000","예천군","263","55784","0.00471","14"
"202106","4700000000","경상북도","4792000000","봉화군","301","31084","0.00968","1"
"202106","4700000000","경상북도","4793000000","울진군","28","48206","0.00058","126"
"202106","4700000000","경상북도","4794000000","울릉군","37","8990","0.00412","18"
"202106","4800000000","경상남도","4812000000","창원시","111","1034527","0.00011","211"
"202106","4800000000","경상남도","4817000000","진주시","26","347204","0.00007","219"
"202106","4800000000","경상남도","4822000000","통영시","291","126413","0.00230","40"
"202106","4800000000","경상남도","4824000000","사천시","76","110414","0.00069","109"
"202106","4800000000","경상남도","4825000000","김해시","53","539841","0.00010","213"
"202106","4800000000","경상남도","4827000000","밀양시","219","104070","0.00210","43"
"202106","4800000000","경상남도","4831000000","거제시","43","243200","0.00018","189"
"202106","4800000000","경상남도","4833000000","양산시","190","353686","0.00054","130"
"202106","4800000000","경상남도","4872000000","의령군","245","26526","0.00924","2"
"202106","4800000000","경상남도","4873000000","함안군","100","63157","0.00158","59"
"202106","4800000000","경상남도","4874000000","창녕군","37","60754","0.00061","119"
"202106","4800000000","경상남도","4882000000","고성군","108","50933","0.00212","42"
"202106","4800000000","경상남도","4884000000","남해군","179","42650","0.00420","17"
"202106","4800000000","경상남도","4885000000","하동군","34","44065","0.00077","100"
"202106","4800000000","경상남도","4886000000","산청군","64","34587","0.00185","49"
"202106","4800000000","경상남도","4887000000","함양군","93","38793","0.00240","37"
"202106","4800000000","경상남도","4888000000","거창군","118","61555","0.00192","48"
"202106","4800000000","경상남도","4889000000","합천군","159","43465","0.00366","23"
"202106","5000000000","제주특별자치도","5011000000","제주시","198","492627","0.00040","147"
"202106","5000000000","제주특별자치도","5013000000","서귀포시","265","182666","0.00145","66"
"202107","1100000000","서울특별시","1111000000","종로구","81","145692","0.00056","129"
"202107","1100000000","서울특별시","1114000000","중구","26","122951","0.00021","180"
"202107","1100000000","서울특별시","1117000000","용산구","28","225977","0.00012","207"
"202107","1100000000","서울특별시","1120000000","성동구","28","288703","0.00010","215"
"202107","1100000000","서울특별시","1121500000","광진구","25","342111","0.00007","221"
"202107","1100000000","서울특별시","1123000000","동대문구","17","337946","0.00005","227"
"202107","1100000000","서울특별시","1126000000","중랑구","18","389428","0.00005","228"
"202107","1100000000","서울특별시","1129000000","성북구","55","433361","0.00013","205"
"202107","1100000000","서울특별시","1130500000","강북구","53","302113","0.00018","190"
"202107","1100000000","서울특별시","1132000000","도봉구","98","319893","0.00031","163"
"202107","1100000000","서울특별시","1135000000","노원구","88","515198","0.00017","192"
"202107","1100000000","서울특별시","1138000000","은평구","39","475008","0.00008","217"
"202107","1100000000","서울특별시","1141000000","서대문구","47","306839","0.00015","202"
"202107","1100000000","서울특별시","1144000000","마포구","120","370185","0.00032","157"
"202107","1100000000","서울특별시","1147000000","양천구","27","450431","0.00006","226"
"202107","1100000000","서울특별시","1150000000","강서구","89","577058","0.00015","200"
"202107","1100000000","서울특별시","1153000000","구로구","68","398744","0.00017","193"
"202107","1100000000","서울특별시","1154500000","금천구","43","230665","0.00019","186"
"202107","1100000000","서울특별시","1156000000","영등포구","79","377408","0.00021","182"
"202107","1100000000","서울특별시","1159000000","동작구","67","387810","0.00017","191"
"202107","1100000000","서울특별시","1162000000","관악구","21","488525","0.00004","229"
"202107","1100000000","서울특별시","1165000000","서초구","204","418294","0.00049","133"
"202107","1100000000","서울특별시","1168000000","강남구","165","530529","0.00031","161"
"202107","1100000000","서울특별시","1171000000","송파구","47","658093","0.00007","222"
"202107","1100000000","서울특별시","1174000000","강동구","28","465191","0.00006","225"
"202107","2600000000","부산광역시","2611000000","중구","13","40666","0.00032","159"
"202107","2600000000","부산광역시","2614000000","서구","47","106314","0.00044","139"
"202107","2600000000","부산광역시","2617000000","동구","68","87764","0.00077","98"
"202107","2600000000","부산광역시","2620000000","영도구","44","111580","0.00039","149"
"202107","2600000000","부산광역시","2623000000","부산진구","31","355589","0.00009","216"
"202107","2600000000","부산광역시","2626000000","동래구","39","267994","0.00015","203"
"202107","2600000000","부산광역시","2629000000","남구","85","263764","0.00032","158"
"202107","2600000000","부산광역시","2632000000","북구","71","283696","0.00025","175"
"202107","2600000000","부산광역시","2635000000","해운대구","81","398645","0.00020","184"
"202107","2600000000","부산광역시","2638000000","사하구","52","306866","0.00017","195"
"202107","2600000000","부산광역시","2641000000","금정구","69","229228","0.00030","165"
"202107","2600000000","부산광역시","2644000000","강서구","190","141226","0.00135","72"
"202107","2600000000","부산광역시","2647000000","연제구","35","205936","0.00017","194"
"202107","2600000000","부산광역시","2650000000","수영구","76","175722","0.00043","141"
"202107","2600000000","부산광역시","2653000000","사상구","102","210005","0.00049","134"
"202107","2600000000","부산광역시","2671000000","기장군","141","176786","0.00080","95"
"202107","2700000000","대구광역시","2711000000","중구","34","74433","0.00046","137"
"202107","2700000000","대구광역시","2714000000","동구","87","340426","0.00026","173"
"202107","2700000000","대구광역시","2717000000","서구","117","167270","0.00070","107"
"202107","2700000000","대구광역시","2720000000","남구","57","144889","0.00039","150"
"202107","2700000000","대구광역시","2723000000","북구","138","437083","0.00032","160"
"202107","2700000000","대구광역시","2726000000","수성구","67","420048","0.00016","198"
"202107","2700000000","대구광역시","2729000000","달서구","202","550640","0.00037","154"
"202107","2700000000","대구광역시","2771000000","달성군","157","260960","0.00060","121"
"202107","2800000000","인천광역시","2811000000","중구","22","140641","0.00016","199"
"202107","2800000000","인천광역시","2814000000","동구","53","62258","0.00085","92"
"202107","2800000000","인천광역시","2817700000","미추홀구","122","404560","0.00030","164"
"202107","2800000000","인천광역시","2818500000","연수구","48","390638","0.00012","208"
"202107","2800000000","인천광역시","2820000000","남동구","54","520683","0.00010","212"
"202107","2800000000","인천광역시","2823700000","부평구","134","490138","0.00027","171"
"202107","2800000000","인천광역시","2824500000","계양구","24","296173","0.00008","218"
"202107","2800000000","인천광역시","2826000000","서구","220","542635","0.00041","146"
"202107","2800000000","인천광역시","2871000000","강화군","172","69326","0.00248","34"
"202107","2800000000","인천광역시","2872000000","옹진군","75","20388","0.00368","22"
"202107","2900000000","광주광역시","2911000000","동구","71","103185","0.00069","109"
"202107","2900000000","광주광역시","2914000000","서구","179","292724","0.00061","118"
"202107","2900000000","광주광역시","2915500000","남구","152","214111","0.00071","105"
"202107","2900000000","광주광역시","2917000000","북구","188","428040","0.00044","140"
"202107","2900000000","광주광역시","2920000000","광산구","173","404422","0.00043","142"
"202107","3000000000","대전광역시","3011000000","동구","99","223198","0.00044","138"
"202107","3000000000","대전광역시","3014000000","중구","110","232627","0.00047","136"
"202107","3000000000","대전광역시","3017000000","서구","76","474653","0.00016","197"
"202107","3000000000","대전광역시","3020000000","유성구","231","349836","0.00066","112"
"202107","3000000000","대전광역시","3023000000","대덕구","31","174986","0.00018","188"
"202107","3100000000","울산광역시","3111000000","중구","85","214584","0.00040","148"
"202107","3100000000","울산광역시","3114000000","남구","34","316241","0.00011","210"
"202107","3100000000","울산광역시","3117000000","동구","46","154922","0.00030","166"
"202107","3100000000","울산광역시","3120000000","북구","47","218065","0.00022","178"
